district,municipaly,year,week,outlier_score
Kitzbühel,Aurach bei Kitzbühel,2020,3,0.05289553850889206
Imst,Tarrenz,2020,4,0.05289553850889206
Reutte,Pinswang,2020,17,0.05289553850889206
Reutte,Stanzach,2020,1,0.05289553850889206
Innsbruck-Stadt,Innsbruck,2020,1,0.05289553850889206
Landeck,Ischgl,2020,5,0.05289553850889206
Landeck,Ladis,2020,6,0.05289553850889206
Innsbruck-Land,Ranggen,2020,7,0.05289553850889206
Innsbruck-Land,Mutters,2020,8,0.05289553850889206
Innsbruck-Land,Telfes im Stubai,2020,9,0.05289553850889206
Innsbruck-Land,Oberperfuss,2020,10,0.05289553850889206
Innsbruck-Land,Schmirn,2020,11,0.05289553850889206
Schwaz,Strass im Zillertal,2020,12,0.05289553850889206
Schwaz,Schwendau,2020,13,0.05289553850889206
Kufstein,Radfeld,2020,14,0.05289553850889206
Kufstein,Söll,2020,15,0.05289553850889206
Lienz,Ainet,2020,16,0.05289553850889206
Lienz,Prägraten am Großvenediger,2020,17,0.05289553850889206
Reutte,Hinterhornbach,2020,3,0.05289553850889206
Kitzbühel,Aurach bei Kitzbühel,2020,4,0.05289553850889206
Imst,Tarrenz,2020,5,0.05289553850889206
Reutte,Nesselwängle,2020,1,0.05289553850889206
Reutte,Stanzach,2020,2,0.05289553850889206
Innsbruck-Stadt,Innsbruck,2020,2,0.995023250579834
Landeck,Ischgl,2020,6,0.05289553850889206
Landeck,Ladis,2020,7,0.05289553850889206
Innsbruck-Land,Ranggen,2020,8,0.05289553850889206
Innsbruck-Land,Mutters,2020,9,0.05289553850889206
Innsbruck-Land,Telfes im Stubai,2020,10,0.05289553850889206
Innsbruck-Land,Oberperfuss,2020,11,0.05289553850889206
Innsbruck-Land,Schmirn,2020,12,0.05289553850889206
Schwaz,Strass im Zillertal,2020,13,0.05289553850889206
Schwaz,Schwendau,2020,14,0.05289553850889206
Kufstein,Radfeld,2020,15,0.05289553850889206
Kufstein,Söll,2020,16,0.05289553850889206
Lienz,Ainet,2020,17,0.05289553850889206
Lienz,Außervillgraten,2020,1,0.05289553850889206
Reutte,Hinterhornbach,2020,8,0.05289553850889206
Kitzbühel,Aurach bei Kitzbühel,2020,9,0.05289553850889206
Imst,Tarrenz,2020,10,0.05289553850889206
Reutte,Nesselwängle,2020,6,0.05289553850889206
Reutte,Stanzach,2020,7,0.05289553850889206
Innsbruck-Stadt,Innsbruck,2020,7,0.05289553850889206
Landeck,Ischgl,2020,11,0.05289553850889206
Landeck,Ladis,2020,12,0.05289553850889206
Innsbruck-Land,Ranggen,2020,13,0.05289553850889206
Innsbruck-Land,Mutters,2020,14,0.05289553850889206
Innsbruck-Land,Telfes im Stubai,2020,15,0.05289553850889206
Innsbruck-Land,Oberperfuss,2020,16,0.05289553850889206
Innsbruck-Land,Schmirn,2020,17,0.05289553850889206
Schwaz,Mayrhofen,2020,1,0.05289553850889206
Schwaz,Wiesing,2020,2,0.05289553850889206
Kufstein,Niederndorf,2020,3,0.05289553850889206
Kufstein,Münster,2020,4,0.05289553850889206
Lienz,Lienz,2020,5,0.05289553850889206
Lienz,Außervillgraten,2020,6,0.05289553850889206
Reutte,Hinterhornbach,2020,5,0.05289553850889206
Kitzbühel,Aurach bei Kitzbühel,2020,6,0.05289553850889206
Imst,Tarrenz,2020,7,0.05289553850889206
Reutte,Nesselwängle,2020,3,0.05289553850889206
Reutte,Stanzach,2020,4,0.05289553850889206
Innsbruck-Stadt,Innsbruck,2020,4,0.9974444508552551
Landeck,Ischgl,2020,8,0.05289553850889206
Landeck,Ladis,2020,9,0.05289553850889206
Innsbruck-Land,Ranggen,2020,10,0.05289553850889206
Innsbruck-Land,Mutters,2020,11,0.05289553850889206
Innsbruck-Land,Telfes im Stubai,2020,12,0.05289553850889206
Innsbruck-Land,Oberperfuss,2020,13,0.05289553850889206
Innsbruck-Land,Schmirn,2020,14,0.05289553850889206
Schwaz,Strass im Zillertal,2020,15,0.05289553850889206
Schwaz,Schwendau,2020,16,0.05289553850889206
Kufstein,Radfeld,2020,17,0.7735317349433899
Kufstein,Münster,2020,1,0.05289553850889206
Lienz,Lienz,2020,2,0.05289553850889206
Lienz,Außervillgraten,2020,3,0.05289553850889206
Reutte,Hinterhornbach,2020,6,0.05289553850889206
Kitzbühel,Aurach bei Kitzbühel,2020,7,0.05289553850889206
Imst,Tarrenz,2020,8,0.05289553850889206
Reutte,Nesselwängle,2020,4,0.05289553850889206
Reutte,Stanzach,2020,5,0.05289553850889206
Innsbruck-Stadt,Innsbruck,2020,5,0.05289553850889206
Landeck,Ischgl,2020,9,0.05289553850889206
Landeck,Ladis,2020,10,0.05289553850889206
Innsbruck-Land,Ranggen,2020,11,0.05289553850889206
Innsbruck-Land,Mutters,2020,12,0.05289553850889206
Innsbruck-Land,Telfes im Stubai,2020,13,0.05289553850889206
Innsbruck-Land,Oberperfuss,2020,14,0.05289553850889206
Innsbruck-Land,Schmirn,2020,15,0.05289553850889206
Schwaz,Strass im Zillertal,2020,16,0.05289553850889206
Schwaz,Schwendau,2020,17,0.05289553850889206
Kufstein,Niederndorf,2020,1,0.05289553850889206
Kufstein,Münster,2020,2,0.05289553850889206
Lienz,Lienz,2020,3,0.05289553850889206
Lienz,Außervillgraten,2020,4,0.05289553850889206
Reutte,Hinterhornbach,2020,7,0.05289553850889206
Kitzbühel,Aurach bei Kitzbühel,2020,8,0.05289553850889206
Imst,Tarrenz,2020,9,0.05289553850889206
Reutte,Nesselwängle,2020,5,0.05289553850889206
Reutte,Stanzach,2020,6,0.05289553850889206
Innsbruck-Stadt,Innsbruck,2020,6,0.9979584217071533
Landeck,Ischgl,2020,10,0.05289553850889206
Landeck,Ladis,2020,11,0.05289553850889206
Innsbruck-Land,Ranggen,2020,12,0.05289553850889206
Innsbruck-Land,Mutters,2020,13,0.05289553850889206
Innsbruck-Land,Telfes im Stubai,2020,14,0.05289553850889206
Innsbruck-Land,Oberperfuss,2020,15,0.05289553850889206
Innsbruck-Land,Schmirn,2020,16,0.05289553850889206
Schwaz,Strass im Zillertal,2020,17,0.05289553850889206
Schwaz,Wiesing,2020,1,0.05289553850889206
Kufstein,Niederndorf,2020,2,0.05289553850889206
Kufstein,Münster,2020,3,0.05289553850889206
Lienz,Lienz,2020,4,0.05289553850889206
Lienz,Außervillgraten,2020,5,0.05289553850889206
Reutte,Hinterhornbach,2020,12,0.05289553850889206
Kitzbühel,Aurach bei Kitzbühel,2020,13,0.05289553850889206
Imst,Tarrenz,2020,14,0.05289553850889206
Reutte,Nesselwängle,2020,10,0.05289553850889206
Reutte,Stanzach,2020,11,0.05289553850889206
Innsbruck-Stadt,Innsbruck,2020,11,0.05289553850889206
Landeck,Ischgl,2020,15,0.9986892938613892
Landeck,Ladis,2020,16,0.05289553850889206
Innsbruck-Land,Ranggen,2020,17,0.05289553850889206
Innsbruck-Land,Volders,2020,1,0.7735317349433899
Innsbruck-Land,Mils,2020,2,0.05289553850889206
Innsbruck-Land,Hatting,2020,3,0.05289553850889206
Innsbruck-Land,Lans,2020,4,0.05289553850889206
Schwaz,Mayrhofen,2020,5,0.05289553850889206
Schwaz,Wiesing,2020,6,0.05289553850889206
Kufstein,Niederndorf,2020,7,0.05289553850889206
Kufstein,Münster,2020,8,0.05289553850889206
Lienz,Lienz,2020,9,0.05289553850889206
Lienz,Außervillgraten,2020,10,0.05289553850889206
Reutte,Hinterhornbach,2020,9,0.05289553850889206
Kitzbühel,Aurach bei Kitzbühel,2020,10,0.05289553850889206
Imst,Tarrenz,2020,11,0.05289553850889206
Reutte,Nesselwängle,2020,7,0.05289553850889206
Reutte,Stanzach,2020,8,0.05289553850889206
Innsbruck-Stadt,Innsbruck,2020,8,0.05289553850889206
Landeck,Ischgl,2020,12,0.05289553850889206
Landeck,Ladis,2020,13,0.05289553850889206
Innsbruck-Land,Ranggen,2020,14,0.05289553850889206
Innsbruck-Land,Mutters,2020,15,0.05289553850889206
Innsbruck-Land,Telfes im Stubai,2020,16,0.05289553850889206
Innsbruck-Land,Oberperfuss,2020,17,0.05289553850889206
Innsbruck-Land,Lans,2020,1,0.05289553850889206
Schwaz,Mayrhofen,2020,2,0.05289553850889206
Schwaz,Wiesing,2020,3,0.05289553850889206
Kufstein,Niederndorf,2020,4,0.05289553850889206
Kufstein,Münster,2020,5,0.05289553850889206
Lienz,Lienz,2020,6,0.05289553850889206
Lienz,Außervillgraten,2020,7,0.05289553850889206
Reutte,Hinterhornbach,2020,10,0.05289553850889206
Kitzbühel,Aurach bei Kitzbühel,2020,11,0.05289553850889206
Imst,Tarrenz,2020,12,0.05289553850889206
Reutte,Nesselwängle,2020,8,0.05289553850889206
Reutte,Stanzach,2020,9,0.05289553850889206
Innsbruck-Stadt,Innsbruck,2020,9,0.05289553850889206
Landeck,Ischgl,2020,13,0.05289553850889206
Landeck,Ladis,2020,14,0.05289553850889206
Innsbruck-Land,Ranggen,2020,15,0.05289553850889206
Innsbruck-Land,Mutters,2020,16,0.05289553850889206
Innsbruck-Land,Telfes im Stubai,2020,17,0.05289553850889206
Innsbruck-Land,Hatting,2020,1,0.05289553850889206
Innsbruck-Land,Lans,2020,2,0.05289553850889206
Schwaz,Mayrhofen,2020,3,0.05289553850889206
Schwaz,Wiesing,2020,4,0.05289553850889206
Kufstein,Niederndorf,2020,5,0.05289553850889206
Kufstein,Münster,2020,6,0.05289553850889206
Lienz,Lienz,2020,7,0.05289553850889206
Lienz,Außervillgraten,2020,8,0.05289553850889206
Reutte,Hinterhornbach,2020,11,0.05289553850889206
Kitzbühel,Aurach bei Kitzbühel,2020,12,0.05289553850889206
Imst,Tarrenz,2020,13,0.05289553850889206
Reutte,Nesselwängle,2020,9,0.05289553850889206
Reutte,Stanzach,2020,10,0.05289553850889206
Innsbruck-Stadt,Innsbruck,2020,10,0.9979584217071533
Landeck,Ischgl,2020,14,0.7735317349433899
Landeck,Ladis,2020,15,0.05289553850889206
Innsbruck-Land,Ranggen,2020,16,0.05289553850889206
Innsbruck-Land,Mutters,2020,17,0.05289553850889206
Innsbruck-Land,Mils,2020,1,0.05289553850889206
Innsbruck-Land,Hatting,2020,2,0.05289553850889206
Innsbruck-Land,Lans,2020,3,0.05289553850889206
Schwaz,Mayrhofen,2020,4,0.05289553850889206
Schwaz,Wiesing,2020,5,0.05289553850889206
Kufstein,Niederndorf,2020,6,0.05289553850889206
Kufstein,Münster,2020,7,0.05289553850889206
Lienz,Lienz,2020,8,0.05289553850889206
Lienz,Außervillgraten,2020,9,0.05289553850889206
Reutte,Hinterhornbach,2020,16,0.05289553850889206
Kitzbühel,Aurach bei Kitzbühel,2020,17,0.05289553850889206
Imst,Wenns,2020,1,0.05289553850889206
Reutte,Nesselwängle,2020,14,0.05289553850889206
Reutte,Stanzach,2020,15,0.05289553850889206
Innsbruck-Stadt,Innsbruck,2020,15,0.05289553850889206
Landeck,St. Anton am Arlberg,2020,2,0.05289553850889206
Landeck,Pfunds,2020,3,0.05289553850889206
Innsbruck-Land,Gnadenwald,2020,4,0.05289553850889206
Innsbruck-Land,Volders,2020,5,0.9974444508552551
Innsbruck-Land,Mils,2020,6,0.05289553850889206
Innsbruck-Land,Hatting,2020,7,0.05289553850889206
Innsbruck-Land,Lans,2020,8,0.05289553850889206
Schwaz,Mayrhofen,2020,9,0.05289553850889206
Schwaz,Wiesing,2020,10,0.05289553850889206
Kufstein,Niederndorf,2020,11,0.05289553850889206
Kufstein,Münster,2020,12,0.05289553850889206
Lienz,Lienz,2020,13,0.05289553850889206
Lienz,Außervillgraten,2020,14,0.05289553850889206
Reutte,Hinterhornbach,2020,13,0.05289553850889206
Kitzbühel,Aurach bei Kitzbühel,2020,14,0.05289553850889206
Imst,Tarrenz,2020,15,0.05289553850889206
Reutte,Nesselwängle,2020,11,0.05289553850889206
Reutte,Stanzach,2020,12,0.05289553850889206
Innsbruck-Stadt,Innsbruck,2020,12,0.05289553850889206
Landeck,Ischgl,2020,16,0.05289553850889206
Landeck,Ladis,2020,17,0.05289553850889206
Innsbruck-Land,Gnadenwald,2020,1,0.05289553850889206
Innsbruck-Land,Volders,2020,2,0.7735317349433899
Innsbruck-Land,Mils,2020,3,0.05289553850889206
Innsbruck-Land,Hatting,2020,4,0.05289553850889206
Innsbruck-Land,Lans,2020,5,0.05289553850889206
Schwaz,Mayrhofen,2020,6,0.7735317349433899
Schwaz,Wiesing,2020,7,0.05289553850889206
Kufstein,Niederndorf,2020,8,0.05289553850889206
Kufstein,Münster,2020,9,0.05289553850889206
Lienz,Lienz,2020,10,0.05289553850889206
Lienz,Außervillgraten,2020,11,0.05289553850889206
Reutte,Hinterhornbach,2020,14,0.05289553850889206
Kitzbühel,Aurach bei Kitzbühel,2020,15,0.05289553850889206
Imst,Tarrenz,2020,16,0.05289553850889206
Reutte,Nesselwängle,2020,12,0.05289553850889206
Reutte,Stanzach,2020,13,0.05289553850889206
Innsbruck-Stadt,Innsbruck,2020,13,0.05289553850889206
Landeck,Ischgl,2020,17,0.05289553850889206
Landeck,Pfunds,2020,1,0.05289553850889206
Innsbruck-Land,Gnadenwald,2020,2,0.05289553850889206
Innsbruck-Land,Volders,2020,3,0.05289553850889206
Innsbruck-Land,Mils,2020,4,0.05289553850889206
Innsbruck-Land,Hatting,2020,5,0.05289553850889206
Innsbruck-Land,Lans,2020,6,0.05289553850889206
Schwaz,Mayrhofen,2020,7,0.05289553850889206
Schwaz,Wiesing,2020,8,0.05289553850889206
Kufstein,Niederndorf,2020,9,0.05289553850889206
Kufstein,Münster,2020,10,0.05289553850889206
Lienz,Lienz,2020,11,0.05289553850889206
Lienz,Außervillgraten,2020,12,0.05289553850889206
Reutte,Hinterhornbach,2020,15,0.05289553850889206
Kitzbühel,Aurach bei Kitzbühel,2020,16,0.05289553850889206
Imst,Tarrenz,2020,17,0.05289553850889206
Reutte,Nesselwängle,2020,13,0.05289553850889206
Reutte,Stanzach,2020,14,0.05289553850889206
Innsbruck-Stadt,Innsbruck,2020,14,0.05289553850889206
Landeck,St. Anton am Arlberg,2020,1,0.05289553850889206
Landeck,Pfunds,2020,2,0.05289553850889206
Innsbruck-Land,Gnadenwald,2020,3,0.05289553850889206
Innsbruck-Land,Volders,2020,4,0.05289553850889206
Innsbruck-Land,Mils,2020,5,0.05289553850889206
Innsbruck-Land,Hatting,2020,6,0.05289553850889206
Innsbruck-Land,Lans,2020,7,0.05289553850889206
Schwaz,Mayrhofen,2020,8,0.05289553850889206
Schwaz,Wiesing,2020,9,0.05289553850889206
Kufstein,Niederndorf,2020,10,0.05289553850889206
Kufstein,Münster,2020,11,0.05289553850889206
Lienz,Lienz,2020,12,0.05289553850889206
Lienz,Außervillgraten,2020,13,0.05289553850889206
Kitzbühel,Hochfilzen,2020,3,0.05289553850889206
Kitzbühel,Going am Wilden Kaiser,2020,4,0.05289553850889206
Imst,Wenns,2020,5,0.05289553850889206
Reutte,Holzgau,2020,1,0.05289553850889206
Reutte,Pflach,2020,2,0.05289553850889206
Landeck,St. Anton am Arlberg,2020,6,0.05289553850889206
Landeck,Pfunds,2020,7,0.05289553850889206
Innsbruck-Land,Gnadenwald,2020,8,0.05289553850889206
Innsbruck-Land,Volders,2020,9,0.05289553850889206
Innsbruck-Land,Mils,2020,10,0.05289553850889206
Innsbruck-Land,Hatting,2020,11,0.05289553850889206
Innsbruck-Land,Lans,2020,12,0.05289553850889206
Schwaz,Mayrhofen,2020,13,0.05289553850889206
Schwaz,Wiesing,2020,14,0.05289553850889206
Kufstein,Niederndorf,2020,15,0.05289553850889206
Kufstein,Münster,2020,16,0.05289553850889206
Lienz,Lienz,2020,17,0.05289553850889206
Lienz,Abfaltersbach,2020,1,0.05289553850889206
Reutte,Hinterhornbach,2020,17,0.05289553850889206
Kitzbühel,Going am Wilden Kaiser,2020,1,0.05289553850889206
Imst,Wenns,2020,2,0.05289553850889206
Reutte,Nesselwängle,2020,15,0.05289553850889206
Reutte,Stanzach,2020,16,0.05289553850889206
Innsbruck-Stadt,Innsbruck,2020,16,0.9641247987747192
Landeck,St. Anton am Arlberg,2020,3,0.05289553850889206
Landeck,Pfunds,2020,4,0.05289553850889206
Innsbruck-Land,Gnadenwald,2020,5,0.05289553850889206
Innsbruck-Land,Volders,2020,6,0.05289553850889206
Innsbruck-Land,Mils,2020,7,0.05289553850889206
Innsbruck-Land,Hatting,2020,8,0.05289553850889206
Innsbruck-Land,Lans,2020,9,0.05289553850889206
Schwaz,Mayrhofen,2020,10,0.05289553850889206
Schwaz,Wiesing,2020,11,0.05289553850889206
Kufstein,Niederndorf,2020,12,0.05289553850889206
Kufstein,Münster,2020,13,0.05289553850889206
Lienz,Lienz,2020,14,0.05289553850889206
Lienz,Außervillgraten,2020,15,0.05289553850889206
Kitzbühel,Hochfilzen,2020,1,0.05289553850889206
Kitzbühel,Going am Wilden Kaiser,2020,2,0.05289553850889206
Imst,Wenns,2020,3,0.05289553850889206
Reutte,Nesselwängle,2020,16,0.05289553850889206
Reutte,Stanzach,2020,17,0.05289553850889206
Landeck,St. Anton am Arlberg,2020,4,0.05289553850889206
Landeck,Pfunds,2020,5,0.05289553850889206
Innsbruck-Land,Gnadenwald,2020,6,0.05289553850889206
Innsbruck-Land,Volders,2020,7,0.05289553850889206
Innsbruck-Land,Mils,2020,8,0.05289553850889206
Innsbruck-Land,Hatting,2020,9,0.05289553850889206
Innsbruck-Land,Lans,2020,10,0.05289553850889206
Schwaz,Mayrhofen,2020,11,0.05289553850889206
Schwaz,Wiesing,2020,12,0.05289553850889206
Kufstein,Niederndorf,2020,13,0.05289553850889206
Kufstein,Münster,2020,14,0.05289553850889206
Lienz,Lienz,2020,15,0.05289553850889206
Lienz,Außervillgraten,2020,16,0.05289553850889206
Kitzbühel,Hochfilzen,2020,2,0.05289553850889206
Kitzbühel,Going am Wilden Kaiser,2020,3,0.05289553850889206
Imst,Wenns,2020,4,0.05289553850889206
Reutte,Nesselwängle,2020,17,0.05289553850889206
Reutte,Pflach,2020,1,0.05289553850889206
Landeck,St. Anton am Arlberg,2020,5,0.05289553850889206
Landeck,Pfunds,2020,6,0.05289553850889206
Innsbruck-Land,Gnadenwald,2020,7,0.05289553850889206
Innsbruck-Land,Volders,2020,8,0.05289553850889206
Innsbruck-Land,Mils,2020,9,0.05289553850889206
Innsbruck-Land,Hatting,2020,10,0.05289553850889206
Innsbruck-Land,Lans,2020,11,0.05289553850889206
Schwaz,Mayrhofen,2020,12,0.05289553850889206
Schwaz,Wiesing,2020,13,0.05289553850889206
Kufstein,Niederndorf,2020,14,0.05289553850889206
Kufstein,Münster,2020,15,0.05289553850889206
Lienz,Lienz,2020,16,0.05289553850889206
Lienz,Außervillgraten,2020,17,0.05289553850889206
Kitzbühel,Hochfilzen,2020,7,0.05289553850889206
Kitzbühel,Going am Wilden Kaiser,2020,8,0.05289553850889206
Imst,Wenns,2020,9,0.05289553850889206
Reutte,Holzgau,2020,5,0.05289553850889206
Reutte,Pflach,2020,6,0.05289553850889206
Landeck,St. Anton am Arlberg,2020,10,0.05289553850889206
Landeck,Pfunds,2020,11,0.05289553850889206
Innsbruck-Land,Gnadenwald,2020,12,0.05289553850889206
Innsbruck-Land,Volders,2020,13,0.05289553850889206
Innsbruck-Land,Mils,2020,14,0.05289553850889206
Innsbruck-Land,Hatting,2020,15,0.05289553850889206
Innsbruck-Land,Lans,2020,16,0.05289553850889206
Schwaz,Mayrhofen,2020,17,0.05289553850889206
Schwaz,Hart im Zillertal,2020,1,0.05289553850889206
Kufstein,Kufstein,2020,2,0.94005286693573
Kufstein,Ellmau,2020,3,0.05289553850889206
Lienz,Kals am Großglockner,2020,4,0.05289553850889206
Lienz,Abfaltersbach,2020,5,0.05289553850889206
Kitzbühel,Hochfilzen,2020,4,0.05289553850889206
Kitzbühel,Going am Wilden Kaiser,2020,5,0.05289553850889206
Imst,Wenns,2020,6,0.05289553850889206
Reutte,Holzgau,2020,2,0.05289553850889206
Reutte,Pflach,2020,3,0.05289553850889206
Landeck,St. Anton am Arlberg,2020,7,0.05289553850889206
Landeck,Pfunds,2020,8,0.05289553850889206
Innsbruck-Land,Gnadenwald,2020,9,0.05289553850889206
Innsbruck-Land,Volders,2020,10,0.9974444508552551
Innsbruck-Land,Mils,2020,11,0.05289553850889206
Innsbruck-Land,Hatting,2020,12,0.05289553850889206
Innsbruck-Land,Lans,2020,13,0.05289553850889206
Schwaz,Mayrhofen,2020,14,0.05289553850889206
Schwaz,Wiesing,2020,15,0.05289553850889206
Kufstein,Niederndorf,2020,16,0.05289553850889206
Kufstein,Münster,2020,17,0.05289553850889206
Lienz,Kals am Großglockner,2020,1,0.05289553850889206
Lienz,Abfaltersbach,2020,2,0.05289553850889206
Kitzbühel,Hochfilzen,2020,5,0.05289553850889206
Kitzbühel,Going am Wilden Kaiser,2020,6,0.05289553850889206
Imst,Wenns,2020,7,0.05289553850889206
Reutte,Holzgau,2020,3,0.05289553850889206
Reutte,Pflach,2020,4,0.05289553850889206
Landeck,St. Anton am Arlberg,2020,8,0.05289553850889206
Landeck,Pfunds,2020,9,0.05289553850889206
Innsbruck-Land,Gnadenwald,2020,10,0.05289553850889206
Innsbruck-Land,Volders,2020,11,0.05289553850889206
Innsbruck-Land,Mils,2020,12,0.05289553850889206
Innsbruck-Land,Hatting,2020,13,0.05289553850889206
Innsbruck-Land,Lans,2020,14,0.05289553850889206
Schwaz,Mayrhofen,2020,15,0.05289553850889206
Schwaz,Wiesing,2020,16,0.05289553850889206
Kufstein,Niederndorf,2020,17,0.05289553850889206
Kufstein,Ellmau,2020,1,0.05289553850889206
Lienz,Kals am Großglockner,2020,2,0.05289553850889206
Lienz,Abfaltersbach,2020,3,0.05289553850889206
Kitzbühel,Hochfilzen,2020,6,0.05289553850889206
Kitzbühel,Going am Wilden Kaiser,2020,7,0.05289553850889206
Imst,Wenns,2020,8,0.05289553850889206
Reutte,Holzgau,2020,4,0.05289553850889206
Reutte,Pflach,2020,5,0.05289553850889206
Landeck,St. Anton am Arlberg,2020,9,0.05289553850889206
Landeck,Pfunds,2020,10,0.05289553850889206
Innsbruck-Land,Gnadenwald,2020,11,0.05289553850889206
Innsbruck-Land,Volders,2020,12,0.05289553850889206
Innsbruck-Land,Mils,2020,13,0.05289553850889206
Innsbruck-Land,Hatting,2020,14,0.05289553850889206
Innsbruck-Land,Lans,2020,15,0.05289553850889206
Schwaz,Mayrhofen,2020,16,0.05289553850889206
Schwaz,Wiesing,2020,17,0.05289553850889206
Kufstein,Kufstein,2020,1,0.05289553850889206
Kufstein,Ellmau,2020,2,0.05289553850889206
Lienz,Kals am Großglockner,2020,3,0.05289553850889206
Lienz,Abfaltersbach,2020,4,0.05289553850889206
Kitzbühel,Hochfilzen,2020,11,0.05289553850889206
Kitzbühel,Going am Wilden Kaiser,2020,12,0.05289553850889206
Imst,Wenns,2020,13,0.05289553850889206
Reutte,Holzgau,2020,9,0.05289553850889206
Reutte,Pflach,2020,10,0.05289553850889206
Landeck,St. Anton am Arlberg,2020,14,0.997535765171051
Landeck,Pfunds,2020,15,0.05289553850889206
Innsbruck-Land,Gnadenwald,2020,16,0.05289553850889206
Innsbruck-Land,Volders,2020,17,0.05289553850889206
Innsbruck-Land,Rinn,2020,1,0.05289553850889206
Innsbruck-Land,Gries am Brenner,2020,2,0.05289553850889206
Innsbruck-Land,Kolsassberg,2020,3,0.05289553850889206
Schwaz,Zell am Ziller,2020,4,0.7735317349433899
Schwaz,Hart im Zillertal,2020,5,0.05289553850889206
Kufstein,Kufstein,2020,6,0.05289553850889206
Kufstein,Ellmau,2020,7,0.05289553850889206
Lienz,Kals am Großglockner,2020,8,0.05289553850889206
Lienz,Abfaltersbach,2020,9,0.05289553850889206
Kitzbühel,Hochfilzen,2020,8,0.05289553850889206
Kitzbühel,Going am Wilden Kaiser,2020,9,0.05289553850889206
Imst,Wenns,2020,10,0.05289553850889206
Reutte,Holzgau,2020,6,0.05289553850889206
Reutte,Pflach,2020,7,0.05289553850889206
Landeck,St. Anton am Arlberg,2020,11,0.05289553850889206
Landeck,Pfunds,2020,12,0.05289553850889206
Innsbruck-Land,Gnadenwald,2020,13,0.05289553850889206
